id,data,date,user_id,sentiment_class,Negative,Neutral,Positive
335,try harder,2021-10-13 20:46:52,8,Neutral,0.7350803,0.25600308,0.008916639
336,Sister in law refuses to get together anymore because of something that happened a year ago.,2021-10-21 14:26:59,8,Neutral,0.7715555,0.1911416,0.037302937
337,I was given a wrong dosage of medication by my Doctor.  I couldn't figure out why I felt so bad until I went back to see him.,2021-11-28 16:30:49,8,Neutral,0.564392,0.4023385,0.033269558
338,Frustrated,2021-11-02 23:23:58,8,Neutral,0.020352094,0.71142197,0.26822597
339,My priorities are out of whack and I need to do some self-reflection,2021-12-26 09:40:02,8,Neutral,0.9730761,0.025041979,0.0018819144
340,I was trying to land a high paying gig which is relevant to my background but I was late applying and I was not considered.,2022-07-17 07:06:56,8,Neutral,0.42391858,0.49152187,0.08455956
341,Wasting my time and effort,2022-02-08 03:08:32,8,Neutral,0.74436414,0.22499683,0.030639
342,I have been fired from a sales job for not meeting quotas.,2021-11-09 08:48:03,8,Neutral,0.5813285,0.382689,0.035982527
343,I would mention it to my friend next time I saw him and see what he says,2022-03-12 09:10:35,8,Neutral,0.80000985,0.19164082,0.008349298
344,"Thinking about the negative feelings I would be having would make me feel like a bad person, for having the negative feelings in the first place. I know intellectually I should only feel happy for her.",2022-03-27 00:00:51,8,Neutral,0.5749535,0.3919748,0.03307171
345,I will not graduate,2021-11-25 22:02:01,8,Neutral,0.111462206,0.73174834,0.1567895
346,That she might have found anouther guy and just used me to get the apartment.,2022-07-02 03:41:39,8,Neutral,0.8452481,0.13514188,0.019610098
347,I fear I may not finish my essay in time.,2022-07-29 23:45:42,8,Neutral,0.0019891004,0.022889413,0.97512144
348,"I wouldn't invite this person out again, I'd wait to see if they invite me out.  If they didn't ever invite me out, I'd still enjoy their company at work but I would not take their friendship seriously.  ",2022-08-08 17:50:17,8,Neutral,0.47527015,0.5038202,0.02090958
349,i don't have the willpower,2022-03-17 04:12:00,8,Neutral,0.024717275,0.8587759,0.11650681
350,despair,2022-06-08 05:16:37,8,Neutral,0.009861546,0.16791996,0.8222184
351,"Yes, I know what I have to do.",2021-11-18 15:52:02,8,Neutral,0.75964963,0.22074234,0.019608023
352,I am a failure.,2021-11-13 04:52:57,8,Neutral,0.8504703,0.1429333,0.0065963445
353,Call them immediately and tell them how I feel.,2021-10-02 20:47:05,8,Neutral,0.93226665,0.064483844,0.0032495079
354,I'd pretend I never waved at all and avoid him at all costs.,2022-08-21 03:08:10,8,Neutral,0.0655573,0.84383833,0.09060431
355,Try to take a short break to refresh my mind.,2022-06-12 00:59:52,8,Neutral,0.65781635,0.30875486,0.0334288
356,dissapointed,2021-09-24 00:02:48,8,Neutral,0.94592226,0.049382195,0.0046956004
357,I must not be very likeable.,2022-07-09 00:29:43,8,Neutral,0.84904563,0.14307645,0.007877912
358,sadness,2021-09-08 19:01:34,8,Neutral,0.36410367,0.5916778,0.044218555
359,My friends don't like me,2022-06-19 13:19:00,8,Neutral,0.69828755,0.2600612,0.041651227
360,I was told again that the position was filled and it wasn't for me.,2021-10-23 07:49:00,8,Neutral,0.90516555,0.08500827,0.009826135
361,I'd be a failure.,2022-06-24 05:36:10,8,Neutral,0.6818456,0.26722932,0.05092505
362,I just want to enjoy my break and not think about work for a minute. ,2022-04-19 18:15:43,8,Neutral,0.042062584,0.74475974,0.21317768
363,"Smile, relax, finish my coffee and get all the work done.",2022-01-17 15:33:34,8,Neutral,0.6541397,0.31084242,0.035017896
364,annoyed,2022-08-08 19:42:48,8,Neutral,0.14519256,0.7392187,0.11558874
365,I must've bored him somehow,2021-09-23 03:13:24,8,Neutral,0.7283445,0.22596292,0.045692593
366,"I am a loser, who will never have a good job.",2022-01-09 04:29:06,8,Neutral,0.026591625,0.48799574,0.48541263
367,Study up on other diets. Maybe this one does not work.,2022-07-14 17:24:12,8,Neutral,0.85922617,0.13049874,0.010275121
368,This is hopeless.,2022-01-25 09:49:47,8,Neutral,0.001745213,0.13727055,0.8609842
369,I would have to take the course over again.,2022-08-14 18:54:34,8,Neutral,0.79879075,0.19145508,0.00975418
370,It would mean that I was not a worthwhile person.,2022-01-03 10:43:35,8,Neutral,0.8798502,0.11336732,0.0067824735
371,I gained a pound instead of losing weight after dieting.,2021-12-20 22:46:55,8,Neutral,0.0031015542,0.18192986,0.8149685
372,Sad,2022-08-12 16:59:44,8,Neutral,0.8979728,0.094072305,0.007954862
373,I was too eager,2022-03-26 08:42:31,8,Neutral,0.86001635,0.1290359,0.010947685
374,I would apply for more jobs,2022-08-14 03:59:18,8,Neutral,0.2415839,0.6532913,0.105124824
375,Continue to apply for more and more jobs in my field.,2022-01-09 21:24:51,8,Neutral,0.9441405,0.052281115,0.00357842
376,It would me I would always be lonely,2021-10-08 07:36:56,8,Neutral,0.95401585,0.041812237,0.004171914
377,I have no patience with this situation. I get frustrated easily when my brain won't work.,2022-06-17 08:53:09,8,Neutral,0.77048063,0.20262152,0.026897827
378,Show more initiative so my boss doesn't feel the need to remind me.,2021-09-07 08:13:40,8,Neutral,0.5672762,0.3901257,0.042598166
379,go ahead and forget what happened,2022-01-12 18:15:38,8,Neutral,0.87598073,0.11114834,0.012870951
380,It would be mean i am not doing my job.,2022-07-08 01:07:21,8,Neutral,0.69911236,0.26988634,0.031001316
381,It would seem as if i wasted my time,2021-11-23 05:13:05,8,Neutral,0.40583864,0.5435066,0.05065477
382,Improve next time,2022-01-26 18:32:01,8,Neutral,0.7283445,0.22596292,0.045692593
383,i can't believe the relationship ended this way,2021-09-22 09:19:46,8,Neutral,0.743616,0.22461607,0.03176799
384,I'm not going to be a happy person anymore.,2021-09-23 04:14:10,8,Neutral,0.9104867,0.0842972,0.0052161883
385,It means he might be throwing his dreams of the future.I would be sad for him.,2022-07-16 21:47:44,8,Neutral,0.41568327,0.5650553,0.019261498
386,I would be alone,2022-07-31 20:53:13,8,Neutral,0.8876359,0.10661214,0.0057520005
387,I've been ignoring the needs of my family,2022-01-19 04:58:33,8,Neutral,0.25479364,0.643344,0.10186238
388,It must be water weight so I'll try weighing myself again in a few days,2021-11-21 15:32:34,8,Neutral,0.9765718,0.020823305,0.002604925
389,I am trying to write an essay but cant put togther even two sentences,2021-11-04 05:13:06,8,Neutral,0.72262657,0.2582085,0.019164905
390,I'll have health issues and be less attractive.,2022-06-10 21:44:45,8,Neutral,0.95390826,0.042552862,0.0035389112
391,I tried to make friends with people but they kept ignoring me.,2022-06-11 23:30:11,8,Neutral,0.9152812,0.07952478,0.0051940395
392,Of course Im not good enough for her,2022-04-02 18:16:39,8,Neutral,0.90613544,0.089945816,0.0039187516
393,I am not worthy of their time.,2022-06-27 21:16:02,8,Neutral,0.8114163,0.17614952,0.012434178
394,I waved to someone I knew on the street and they acted like they don't know me.,2021-10-19 03:43:33,8,Neutral,0.743616,0.22461607,0.03176799
395,frustration,2022-06-10 19:24:06,8,Neutral,0.54271835,0.42515823,0.032123398
396,dejected,2022-03-08 17:54:36,8,Neutral,0.21857081,0.7359572,0.045471996
397,I would try to open up some time for them,2022-02-19 12:04:35,8,Neutral,0.12040072,0.5554572,0.3241421
398,"It would make me super uncomfortable and unable to enjoy myself at the party. I am very shy so talking to people I don't know is very hard, especially when they aren't very responsive.",2022-04-05 16:43:58,8,Neutral,0.083802216,0.63844967,0.2777481
399,i have been quite lazy,2021-12-18 04:24:52,8,Neutral,0.96253353,0.033198636,0.004267707
400,I would try to replace her.,2021-10-22 13:29:26,8,Neutral,0.7371323,0.24544546,0.017422223
401,she always ask for help and it's usually the same issue. ,2022-08-01 13:37:02,8,Neutral,0.786379,0.19796619,0.015654838
402,The sudden breakup of a romantic relationship,2021-09-13 02:47:33,8,Neutral,0.14958529,0.64911646,0.20129824
403,Means I'm not worth knowing in real life.,2021-12-02 03:18:51,8,Neutral,0.88696826,0.10637883,0.00665295
404,I wouldn't be worthy,2021-09-15 19:02:55,8,Neutral,0.7658094,0.194679,0.039511666
405,i guess the feeling isn't mutual,2022-05-01 20:23:11,8,Neutral,0.05192725,0.6527693,0.2953034
406,"Just that I could have focused more while studying and made sure to retain the important details. About me, it just says that I might have been distracted. ",2022-08-26 10:39:23,8,Neutral,0.97100127,0.026758682,0.0022400795
407,Apologize and become better,2022-02-08 04:04:40,8,Neutral,0.13601686,0.6781767,0.18580645
408,...but I still need to appear productive at work,2022-08-04 18:33:33,8,Neutral,0.28736255,0.4377817,0.27485576
409,"I wouldn't ask her to hang out again, though I might say yes if she asked. ",2021-12-08 18:33:48,8,Neutral,0.8419006,0.14321719,0.014882275
410,the boss is my employer and I do not want that he think I am lazy. if he think that I am lazy he do not want to work with me,2022-03-14 05:38:52,8,Neutral,0.46802363,0.4913762,0.040600248
411,frustrated,2022-02-23 04:41:48,8,Neutral,0.909943,0.08219676,0.007860167
412,I am trying to write something and cannot seem to put anything in words.,2021-12-03 02:50:34,8,Neutral,0.84837294,0.1379488,0.013678281
413,Frustrated ,2021-12-22 09:06:33,8,Neutral,0.20924114,0.60386413,0.1868947
414,It makes me uncomfortable and angry,2022-02-25 11:28:09,8,Neutral,0.9690129,0.026882526,0.0041045984
415,I gained weight on a diet,2022-06-21 22:26:53,8,Neutral,0.8131298,0.17613147,0.010738806
416,Frustration that I can't write anything,2022-05-06 05:21:04,8,Neutral,0.4313573,0.4582104,0.11043231
417,will have to look like a fool explaining to my wife and kids.,2022-07-18 07:19:01,8,Neutral,0.055275396,0.84537363,0.09935088
418,find another person to talk to,2022-01-07 02:09:23,8,Neutral,0.17069583,0.79432625,0.034977965
419,sad,2022-08-01 07:56:38,8,Neutral,0.94166815,0.05463357,0.0036982966
420,"The worst would be her not ever getting over her delerium, coming home and things being worse than they were before. It would mean being unable to work and unable to have what little bit of a life and hobbies i have right now. I have MS and have a lot of pain and fatigue. She didn't comprehend it before and wouldn't comprehend it now. I'd be completely unable to rest. I'd have to be around her for 24/7. The worst would be that she would forget who I was and get violent and hurt me or the pets. or she'd end up having to go to a home beause of something horrific she'd done. ",2021-09-11 12:12:02,8,Neutral,0.048179034,0.86781126,0.08400974
421,anxious,2022-06-27 04:55:51,8,Neutral,0.70990264,0.27322635,0.016871003
422,defeat,2021-11-26 16:15:57,8,Neutral,0.80836,0.17332697,0.018313041
423,Lonely,2022-01-03 09:10:53,8,Neutral,0.9588425,0.035595994,0.0055615664
424,It would say that i am hard on myself,2022-04-29 07:02:36,8,Neutral,0.9498222,0.0439555,0.0062222634
425,I won't make enough to pay my bills,2022-08-24 02:41:14,8,Neutral,0.96246785,0.034127634,0.003404492
426,Bad,2022-04-24 08:14:45,8,Neutral,0.115550265,0.8030478,0.081402004
427,I became close with a coworker and invited them to go out but they turned me down.,2021-10-04 20:21:30,8,Neutral,0.10192468,0.48686925,0.41120613
428,I couldn't pay the rent or bills,2022-05-23 07:39:34,8,Neutral,0.11967829,0.51016563,0.37015605
429,Continue dieting and add excercise,2021-09-23 12:06:57,8,Neutral,0.9160754,0.07853271,0.005391917
430,Do something else for a few minutes then try to find a polite way to leave,2022-05-06 02:51:18,8,Neutral,0.61265403,0.37147754,0.015868425
431,I will have to find a new job if I ruin my relationship with the boss.,2021-11-01 22:53:13,8,Neutral,0.69911236,0.26988634,0.031001316
432,Happy that I dont have to think about this person in a social matter anymore.,2021-10-03 02:41:19,8,Neutral,0.22084698,0.5919953,0.18715772
433,Attempt to determine the exact reason(s) why employers do not select me for available positions.,2021-12-08 04:23:45,8,Neutral,0.8785431,0.11431414,0.007142708
434,My coworker doesn't want to hang out with me,2022-08-10 19:58:25,8,Neutral,0.4752585,0.46664554,0.058095917
435,"I would keep it up for a while and see if maybe this week was a fluke, while reevaluating my eating habits. ",2022-07-15 00:02:41,8,Neutral,0.38028437,0.46144688,0.15826876
436,I would eventually apologize for my outburst but remind her gently that I do not appreciate her nagging.,2022-03-28 20:31:13,8,Neutral,0.8969794,0.096788235,0.0062323003
437,pretend to be completely fine with it and never ask again.,2021-09-18 16:59:03,8,Neutral,0.8475766,0.14545637,0.0069670263
438,I would congratulate her and try to figure out how to be more satisfied in my own career.,2022-03-22 09:07:20,8,Neutral,0.9166832,0.07779668,0.0055201226
439,HE DID NOT RESPONSE TO ME ,2022-02-21 11:10:54,8,Neutral,0.86767435,0.12412043,0.008205137
440,Find a job that is better in keeping with my talents.,2021-10-27 05:03:21,8,Neutral,0.89401007,0.102587454,0.0034025388
441,"I see someone I know and wave at them, but they do not acknowledge me.",2022-06-15 20:58:12,8,Neutral,0.7283445,0.22596292,0.045692593
442,I would ignore my feelings and take the rejection as gracefully as I can.,2022-01-27 22:46:45,8,Neutral,0.0111907665,0.28616318,0.7026461
443,We could lose our apartment and everything we built together,2021-09-03 19:39:42,8,Neutral,0.75115246,0.22811756,0.020729983
444,I'm on a diet and have gained weight.,2021-12-03 17:43:26,8,Neutral,0.9592897,0.03530142,0.005408787
445,My partner left me and isn't coming back.,2021-10-19 05:20:08,8,Neutral,0.099887125,0.7982635,0.101849325
446,"Expand my job search, network with friends/acquaintances, and reconsider my willingness to work in other occupations.",2022-01-12 08:51:43,8,Neutral,0.5516199,0.43856308,0.009817064
447,Sitting for two hours trying to write an essay but not getting much done,2022-08-05 00:24:29,8,Neutral,0.38396078,0.564412,0.051627252
448,I have been unable to sell vehicles and it lead me to lose my job.,2021-11-21 10:58:10,8,Neutral,0.9034378,0.09338128,0.0031809167
449,Sad,2022-06-30 17:19:27,8,Neutral,0.6989043,0.26401702,0.037078775
450,"Nothing, unfortunately. I'm not going to kill him or anything, but I feel like I was robbed.",2022-06-24 02:34:07,8,Neutral,0.14239676,0.7984375,0.059165776
451,"I was traveling through Vietnam and I went a couple of days over my visa stay and I also lost my debit card one week before, so my father had to Western Union me over my money; however because I went over my visa stay I was not allowed to use the Western Union service, so I had my dad Western Union the money over in the hotels managers name, after asking her for permission to do so but because I wasn't allowed to get the money right away, this maybe even more late and now I had to pay more money for my overstay visa fine. ",2021-11-03 21:54:48,8,Neutral,0.9516546,0.04622089,0.0021245142
452,My friends did not turn up for my birthday party,2022-05-03 08:59:35,8,Neutral,0.03514205,0.7303345,0.23452339
453,it's humiliating to not get acknowledgement from a person when i wave to him in a friendly way. ,2022-04-26 10:50:27,8,Neutral,0.743616,0.22461607,0.03176799
454,I really messed things up.,2022-08-11 23:18:50,8,Neutral,0.42411146,0.56528443,0.0106041785
455,It would mean that I'm not giving it my best,2021-11-28 15:22:01,8,Neutral,0.65781635,0.30875486,0.0334288
456,I would be annoyed that I couldn't get my thoughts together and get my work done.,2022-02-14 21:05:28,8,Neutral,0.872906,0.11738668,0.009707261
457,"Move on to a better job, or go to school for a better career.",2021-09-06 07:49:32,8,Neutral,0.36147454,0.56557673,0.07294872
458,I was a failure at reaching my quota.,2022-05-19 23:53:12,8,Neutral,0.6202492,0.36667627,0.013074519
459,he is gone forever to wife and friends,2022-06-17 15:08:29,8,Neutral,0.6422895,0.34296647,0.014744041
460,Risk losing my job.,2021-12-10 00:29:47,8,Neutral,0.38848782,0.57041,0.041102204
